# index  mean  stderr
9.3100000000e+02 9.0007870404e-02 4.4517250261e-03
9.3200000000e+02 8.9674687114e-02 4.6530204195e-03
9.3300000000e+02 8.7385822882e-02 4.2603280415e-03
9.3400000000e+02 8.6495853931e-02 4.1496469741e-03
9.3500000000e+02 8.6955877912e-02 4.5310063791e-03
9.3600000000e+02 8.4754761035e-02 4.9942696081e-03
9.3700000000e+02 8.3669827012e-02 4.6265047226e-03
9.3800000000e+02 8.6726763144e-02 4.3907198896e-03
9.3900000000e+02 8.8975135558e-02 4.3734840109e-03
9.4000000000e+02 9.0719028427e-02 4.2953350819e-03
9.4100000000e+02 8.9452758213e-02 4.6873741269e-03
9.4200000000e+02 9.2110274278e-02 4.9989048777e-03
9.4300000000e+02 9.4609906935e-02 5.1774683363e-03
9.4400000000e+02 9.4890440626e-02 5.1898669771e-03
9.4500000000e+02 9.1791575673e-02 5.1857979962e-03
9.4600000000e+02 9.2218234466e-02 4.5492315173e-03
9.4700000000e+02 9.1079994336e-02 4.5176835797e-03
9.4800000000e+02 9.2758124244e-02 4.6746623608e-03
9.4900000000e+02 9.3279205002e-02 4.9366881397e-03
9.5000000000e+02 9.1544513827e-02 4.8111959129e-03
9.5100000000e+02 9.0441991265e-02 4.9939353081e-03
9.5200000000e+02 9.2155422031e-02 4.8841984006e-03
9.5300000000e+02 9.2083489423e-02 4.8221677964e-03
9.5400000000e+02 9.0398178069e-02 4.6823238283e-03
9.5500000000e+02 8.4938568669e-02 4.5269206042e-03
9.5600000000e+02 8.0529734967e-02 4.3104390369e-03
9.5700000000e+02 8.1056298582e-02 4.3337282728e-03
9.5800000000e+02 8.3832135255e-02 4.5779588162e-03
9.5900000000e+02 8.8042630483e-02 4.8660539911e-03
9.6000000000e+02 9.5884345883e-02 4.3605366509e-03
9.6100000000e+02 9.6308215205e-02 4.1817723813e-03
9.6200000000e+02 9.2246335055e-02 4.4140525244e-03
9.6300000000e+02 8.7034661697e-02 4.3020612158e-03
9.6400000000e+02 8.3947849944e-02 4.3279343919e-03
9.6500000000e+02 8.5030805875e-02 4.4000738168e-03
9.6600000000e+02 8.4272224912e-02 4.6108773042e-03
9.6700000000e+02 8.8400692073e-02 4.6769710359e-03
9.6800000000e+02 8.9004287048e-02 4.4861745315e-03
9.6900000000e+02 9.0246082839e-02 4.3732447309e-03
9.7000000000e+02 8.5570318859e-02 4.7045166994e-03
9.7100000000e+02 8.5751876563e-02 4.5222269472e-03
9.7200000000e+02 8.3801750012e-02 4.5503819318e-03
9.7300000000e+02 8.1054716083e-02 4.5469701740e-03
9.7400000000e+02 7.9074085916e-02 4.1350540279e-03
9.7500000000e+02 7.9376226937e-02 4.0201667144e-03
9.7600000000e+02 7.9263322029e-02 4.0011671075e-03
9.7700000000e+02 8.1308900484e-02 4.4189442966e-03
9.7800000000e+02 8.7903470306e-02 4.5654527341e-03
9.7900000000e+02 9.0587139469e-02 4.8658269838e-03
9.8000000000e+02 9.0080141946e-02 5.0998510888e-03
9.8100000000e+02 8.7531323000e-02 5.2092504930e-03
9.8200000000e+02 9.2562119479e-02 4.7069052421e-03
9.8300000000e+02 9.1507042512e-02 4.1847840303e-03
9.8400000000e+02 8.6567977146e-02 4.1693579122e-03
9.8500000000e+02 7.9923718681e-02 4.5032297075e-03
9.8600000000e+02 7.7845018615e-02 4.1676140816e-03
9.8700000000e+02 7.8188350899e-02 4.2033047892e-03
9.8800000000e+02 7.8970734561e-02 4.1341994829e-03
9.8900000000e+02 8.2246860255e-02 4.1354425574e-03
9.9000000000e+02 8.4128971873e-02 4.3518869002e-03
9.9100000000e+02 8.6413142562e-02 4.2082029478e-03
9.9200000000e+02 8.6969857036e-02 4.3422435521e-03
9.9300000000e+02 8.8194400430e-02 4.7075919121e-03
9.9400000000e+02 8.8596735609e-02 4.3519020482e-03
9.9500000000e+02 8.3328013359e-02 4.2872372292e-03
9.9600000000e+02 7.7925602105e-02 4.3294545184e-03
9.9700000000e+02 7.9471708343e-02 4.3969791248e-03
9.9800000000e+02 8.8047782165e-02 4.7620200628e-03
9.9900000000e+02 9.4754833737e-02 4.6992642686e-03
